time,random_input,value,random_output
2588,0.2,1.011086462,-0.348093677
2589,0.2,1.040001446,-0.361163692
2590,0.2,1.05994762,0.125785977
2591,0.2,1.071624205,0.117876006
2592,0.2,1.076274713,0.264163815
2593,0.2,1.075608818,-0.333778152
2594,0.2,1.071770279,-0.304394405
2595,0.2,1.06733139,0.300333186
2596,0.2,1.065207475,-0.293709896
2597,0.2,1.06834296,-0.369787547
2598,0.2,1.079099943,-0.282680146
2599,0.2,1.098445919,0.298909511
2600,0.2,1.125093429,-0.100578172
2601,0.2,1.154820687,0.480660366
2602,0.2,1.180759596,0.193120563
2603,0.2,1.19566799,-0.238575597
2604,0.2,1.195290093,-0.00127906
2605,0.2,1.179898199,0.347346869
2606,0.2,1.153014681,-0.08342121
2607,0.2,1.119207553,0.47015489
2608,0.2,1.082639181,-0.200738217
2609,0.2,1.046540788,0.398077275
2610,0.2,1.013157942,0.277765385
2611,0.2,0.983796661,0.442705759
2612,0.2,0.958811798,0.316653445
2613,0.2,0.937538641,0.265623879
2614,0.2,0.918279465,0.42647943
2615,0.2,0.898511694,-0.246891737
2616,0.2,0.875456548,-0.420731292
2617,0.2,0.847013326,-0.519756894
2618,0.2,0.812745608,-0.006826777
2619,0.2,0.774242703,0.429195658
2620,0.2,0.734485414,-0.165012491
2621,0.2,0.696815061,0.184873124
2622,0.2,0.664327261,-0.271959129
2623,0.2,0.639774161,0.144973486
2624,0.2,0.625562958,-0.275792936
2625,0.2,0.623517282,-0.328467279
2626,0.2,0.634383435,-0.09626029
2627,0.2,0.657405611,-0.272816207
2628,0.2,0.690398896,0.400415301
2629,0.2,0.730405871,-0.383009687
2630,0.2,0.774559832,-0.003740004
2631,0.2,0.820707019,0.361799109
2632,0.2,0.867599863,0.493685592
2633,0.2,0.914666067,-0.375144882
2634,0.2,0.961408384,-0.449573448
2635,0.2,1.006676086,0.077728261
2636,0.2,1.048417515,-0.516558554
2637,0.2,1.084344813,-0.304670912
2638,0.2,1.112960237,0.472953779
2639,0.2,1.134066137,-0.370198419
2640,0.2,1.148647065,0.3408511
2641,0.2,1.158511301,-0.146038604
2642,0.2,1.165934198,-0.329154792
2643,0.2,1.173312547,0.254250198
2644,0.2,1.182777655,0.189009121
2645,0.2,1.195772415,-0.200503672
2646,0.2,1.212657744,-0.118066897
2647,0.2,1.232417589,-0.35920662
2648,0.2,1.252528359,-0.471824365
2649,0.2,1.269100539,-0.438944355
2650,0.2,1.277439067,0.059037392
2651,0.2,1.273136779,0.247515817
2652,0.2,1.253595683,0.533098168
2653,0.2,1.219243808,0.247446415
2654,0.2,1.173331776,0.145014207
2655,0.2,1.120348977,-0.300794124
2656,0.2,1.064433198,-0.22422561
2657,0.2,1.008639257,-0.436390303
2658,0.2,0.954873184,-0.197897266
2659,0.2,0.904060076,-0.53364196
2660,0.2,0.856336607,-0.026114415
2661,0.2,0.811252318,0.153313864
2662,0.2,0.768026429,0.227478087
2663,0.2,0.72586911,-0.518464991
2664,0.2,0.684295892,-0.042080499
2665,0.2,0.64332141,0.349665258
2666,0.2,0.603470306,-0.545581998
2667,0.2,0.565661415,0.507695916
2668,0.2,0.531103401,-0.558276141
2669,0.2,0.501317336,-0.16847446
2670,0.2,0.478307853,0.088959367
2671,0.2,0.464791461,0.26154605
2672,0.2,0.464235254,-0.32595049
2673,0.2,0.480259126,0.056873217
2674,0.2,0.515051655,-0.384744459
2675,0.2,0.567441108,0.006928559
2676,0.2,0.632428651,-0.104358225
2677,0.2,0.70300745,-0.105913307
2678,0.2,0.772656255,0.207788679
2679,0.2,0.836677018,-0.518324701
2680,0.2,0.892247708,0.550903034
2681,0.2,0.93795755,-0.171024705
2682,0.2,0.973364626,-0.269993162
2683,0.2,0.998707348,0.066163281
2684,0.2,1.014721449,0.517765082
2685,0.2,1.022511497,-0.190577876
2686,0.2,1.023470014,0.199596262
2687,0.2,1.019258834,0.003078934
2688,0.2,1.011859431,0.356483058
2689,0.2,1.003667699,0.528826648
2690,0.2,0.997546798,0.157784803
2691,0.2,0.996670671,0.529071276
2692,0.2,1.0039937,-0.031932719
2693,0.2,1.021378016,-0.10678962
2694,0.2,1.048607564,-0.100686701
2695,0.2,1.082517377,0.138807336
2696,0.2,1.116842508,0.352737413
2697,0.2,1.14401739,-0.116332338
2698,0.2,1.158659712,-0.515387678
2699,0.2,1.159749819,0.074257606
2700,0.2,1.149827125,0.48496488
2701,0.2,1.132894985,-0.547899498
2702,0.2,1.112893192,0.026169508
2703,0.2,1.093048812,-0.146303285
2704,0.2,1.075706136,-0.214403031
2705,0.2,1.062287501,-0.546234141
2706,0.2,1.053235248,0.275595813
2707,0.2,1.047929631,0.104845804
2708,0.2,1.044652349,0.124273095
2709,0.2,1.040670271,-0.469053366
2710,0.2,1.032510955,0.079824135
2711,0.2,1.016623787,-0.026680067
2712,0.2,0.990678829,-0.551095357
2713,0.2,0.955032119,-0.006765567
2714,0.2,0.912879126,0.132844281
2715,0.2,0.868694521,0.267987098
2716,0.2,0.826571122,0.404839112
2717,0.2,0.78956749,0.548321312
2718,0.2,0.759712227,-0.408896619
2719,0.2,0.738094156,0.071743777
2720,0.2,0.724866597,0.37075997
2721,0.2,0.719260936,-0.116975155
2722,0.2,0.719747672,0.120251808
2723,0.2,0.724386927,0.122321207
2724,0.2,0.731297247,-0.076837448
2725,0.2,0.739133407,0.024792845
2726,0.2,0.747491319,-0.241260768
2727,0.2,0.757191679,0.524459458
2728,0.2,0.770374375,0.550208555
2729,0.2,0.790172323,0.124862255
2730,0.2,0.819510316,-0.154241892
2731,0.2,0.859050941,-0.180057195
2732,0.2,0.905926075,-0.182710037
2733,0.2,0.95503438,0.497868525
2734,0.2,1.001722874,-0.379583047
2735,0.2,1.043354333,0.27522177
2736,0.2,1.079269591,-0.007483927
2737,0.2,1.110058774,-0.279156286
2738,0.2,1.136837907,0.389940153
2739,0.2,1.160745124,0.251832329
2740,0.2,1.182665852,0.109387559
2741,0.2,1.203149447,-0.276897966
2742,0.2,1.222463602,-0.443006603
2743,0.2,1.24072032,-0.008002455
2744,0.2,1.258007375,-0.537974254
2745,0.2,1.274464686,0.271505174
2746,0.2,1.290212677,-0.110673441
2747,0.2,1.304940521,-0.512692419
2748,0.2,1.316983871,0.227097546
2749,0.2,1.322442655,-0.213690015
2750,0.2,1.316080483,0.388074165
2751,0.2,1.294464442,-0.289743808
2752,0.2,1.25810292,-0.073936231
2753,0.2,1.210377918,-0.142616656
2754,0.2,1.155311402,0.192601202
2755,0.2,1.096252746,-0.498113605
2756,0.2,1.035587251,0.375434528
2757,0.2,0.974901964,-0.266710229
2758,0.2,0.915237978,0.18009974
2759,0.2,0.857290287,-0.14744366
2760,0.2,0.801530723,0.213724403
2761,0.2,0.748271914,-0.338657117
2762,0.2,0.697699413,-0.139798265
2763,0.2,0.649897181,-0.146563363
2764,0.2,0.604892409,-0.41522353
2765,0.2,0.56274874,-0.549287097
2766,0.2,0.523714264,0.365196608
2767,0.2,0.488369378,-0.273893031
2768,0.2,0.457713136,0.300647036
2769,0.2,0.43323959,0.145817831
2770,0.2,0.417103439,0.265854993
2771,0.2,0.412324078,-0.146754166
2772,0.2,0.422711862,-0.250950298
2773,0.2,0.451930953,0.471602085
2774,0.2,0.501324097,-0.221096725
2775,0.2,0.567610163,0.255656241
2776,0.2,0.643038329,-0.171295124
2777,0.2,0.718579868,0.451725589
2778,0.2,0.787234291,0.137341779
2779,0.2,0.845137049,0.488976618
2780,0.2,0.890955546,0.507468253
2781,0.2,0.924876908,-0.013467052
2782,0.2,0.947840758,-0.082141474
2783,0.2,0.96111011,-0.063510547
2784,0.2,0.966089334,-0.544046131
2785,0.2,0.964283524,-0.237768839
2786,0.2,0.957327227,0.151285367
2787,0.2,0.947057111,0.137883042
2788,0.2,0.935627385,0.262862564
2789,0.2,0.92564143,-0.043757713
2790,0.2,0.920191727,-0.518389422
2791,0.2,0.922596924,0.244717388
2792,0.2,0.935653206,-0.019353415
2793,0.2,0.960511978,-0.401513355
2794,0.2,0.995577819,0.211048747
2795,0.2,1.035978992,0.300892432
2796,0.2,1.074649536,0.059983605
2797,0.2,1.10536757,0.230158536
2798,0.2,1.125435345,-0.543413311
2799,0.2,1.135762693,0.300370407
2800,0.2,1.139236574,0.403472283
2801,0.2,1.13918365,0.1827017
2802,0.2,1.138527071,-0.014420152
2803,0.2,1.139433917,-0.27090159
2804,0.2,1.143183097,-0.488805336
2805,0.2,1.15013088,0.340981324
2806,0.2,1.159758634,-0.012763303
2807,0.2,1.170799892,-0.277429778
2808,0.2,1.181368038,-0.088734953
2809,0.2,1.18892978,-0.498026036
2810,0.2,1.190113116,-0.513845797
2811,0.2,1.18090698,0.004044191
2812,0.2,1.158235586,0.534545249
2813,0.2,1.122349094,0.304218637
2814,0.2,1.077129503,-0.099304291
2815,0.2,1.027727965,0.547868766
2816,0.2,0.97838395,0.411592413
2817,0.2,0.931769992,-0.300210152
2818,0.2,0.88916511,-0.372272304
2819,0.2,0.850786515,0.18561817
2820,0.2,0.816101183,-0.435506071
2821,0.2,0.784134265,-0.501378444
2822,0.2,0.753791152,-0.188481608
2823,0.2,0.724159272,-0.205777562
2824,0.2,0.694725797,0.045177001
2825,0.2,0.665472054,-0.260810979
2826,0.2,0.636878369,-0.105368177
2827,0.2,0.60993908,0.163846898
2828,0.2,0.586281514,-0.534115918
2829,0.2,0.568377488,-0.55417529
2830,0.2,0.559645838,-0.386750865
2831,0.2,0.564050224,-0.329705466
2832,0.2,0.584819573,0.290984185
2833,0.2,0.622574473,0.275150985
2834,0.2,0.674301632,-0.259442412
2835,0.2,0.734433025,0.53160498
2836,0.2,0.797135878,-0.204089773
2837,0.2,0.857921311,0.535272943
2838,0.2,0.913967204,-0.526750624
2839,0.2,0.963724643,-0.298149305
2840,0.2,1.006423863,-0.214978374
2841,0.2,1.041741657,0.449599567
2842,0.2,1.06965042,-0.466155448
2843,0.2,1.090382255,0.479877409
2844,0.2,1.104444329,0.394941038
2845,0.2,1.112660854,-0.3152163
2846,0.2,1.116248057,-0.357134035
2847,0.2,1.116920148,0.121958865
2848,0.2,1.11696762,0.054759567
2849,0.2,1.119165895,-0.403304211
2850,0.2,1.126333726,0.288772071
2851,0.2,1.140477279,-0.539868172
2852,0.2,1.161689882,-0.067040095
2853,0.2,1.187156494,0.349069493
2854,0.2,1.210958465,-0.272240922
2855,0.2,1.225738954,-0.407078783
2856,0.2,1.225995765,0.479859551
2857,0.2,1.210398985,0.539567308
2858,0.2,1.181321555,-0.124537535
2859,0.2,1.142834584,-0.259368187
2860,0.2,1.099054448,-0.152062543
2861,0.2,1.053390799,-0.175755743
2862,0.2,1.00838989,-0.393044649
2863,0.2,0.965797958,0.417257243
2864,0.2,0.926628514,-0.250442887
2865,0.2,0.891150961,0.163332237
2866,0.2,0.858821211,0.438840084
2867,0.2,0.828281498,0.396136945
2868,0.2,0.797627631,-0.327009415
2869,0.2,0.765056581,0.524155442
2870,0.2,0.729706043,-0.008274896
2871,0.2,0.692174001,0.105929572
2872,0.2,0.654317333,0.384795252
2873,0.2,0.618584986,0.249549604
2874,0.2,0.587522139,0.26584849
2875,0.2,0.56369479,-0.125732375
2876,0.2,0.549796844,0.048253902
2877,0.2,0.548566807,0.339551312
2878,0.2,0.562231165,0.377499874
2879,0.2,0.591515723,-0.035603868
2880,0.2,0.634833952,-0.465395594
2881,0.2,0.688462757,0.220039418
2882,0.2,0.747746055,0.143030179
2883,0.2,0.808435859,-0.263262066
2884,0.2,0.867365147,-0.370962709
2885,0.2,0.922379079,-0.15895537
2886,0.2,0.971908354,-0.412100469
2887,0.2,1.014614244,0.017352526
2888,0.2,1.049374621,0.230661218
2889,0.2,1.075562933,-0.519650912
2890,0.2,1.093303917,0.367955451
2891,0.2,1.103494833,-0.39599453
2892,0.2,1.107668643,0.169635142
2893,0.2,1.107854174,0.177883039
2894,0.2,1.106479468,-0.078126687
2895,0.2,1.106249757,0.392198842
2896,0.2,1.109883003,0.434543298
2897,0.2,1.119626485,-0.351501376
2898,0.2,1.136582441,-0.070884762
2899,0.2,1.159937298,-0.37153316
2900,0.2,1.186276033,0.149324434
2901,0.2,1.209566061,-0.323697891
2902,0.2,1.222742735,0.263693211
2903,0.2,1.220715426,0.455614393
2904,0.2,1.202564545,-0.224405545
2905,0.2,1.171146738,0.128861966
2906,0.2,1.131045225,0.46022483
2907,0.2,1.086760126,-0.474454883
2908,0.2,1.041869399,-0.204386875
2909,0.2,0.998876054,0.476427211
2910,0.2,0.959296279,0.179229237
2911,0.2,0.923740638,0.253397811
2912,0.2,0.891933261,0.329785809
2913,0.2,0.862740227,0.522530279
2914,0.2,0.834346111,0.094835967
2915,0.2,0.804700042,-0.208999509
2916,0.2,0.772216317,-0.495122634
2917,0.2,0.736475748,-0.311666954
2918,0.2,0.69850187,0.326129359
2919,0.2,0.660412032,-0.043488101
2920,0.2,0.624793178,-0.557673652
2921,0.2,0.594320451,-0.523274583
2922,0.2,0.571731071,-0.001891784
2923,0.2,0.55986926,-0.049071775
2924,0.2,0.561428629,0.096959005
2925,0.2,0.578194628,-0.012730611
2926,0.2,0.610068868,-0.492411671
2927,0.2,0.654659439,-0.15258459
2928,0.2,0.707966192,0.02617592
2929,0.2,0.765700251,-0.225727284
2930,0.2,0.824305628,-0.039951998
2931,0.2,0.881246737,-0.017283717
2932,0.2,0.934737299,0.039035283
2933,0.2,0.983294528,0.353962964
2934,0.2,1.025474083,-0.345827564
2935,0.2,1.059988494,0.259204788
2936,0.2,1.086086983,-0.400247061
2937,0.2,1.103842541,-0.338789246
2938,0.2,1.114164537,-0.30763379
2939,0.2,1.11864977,-0.216368954
2940,0.2,1.119430162,-0.323211715
2941,0.2,1.119045297,0.414251908
2942,0.2,1.120253784,-0.370723999
2943,0.2,1.125677009,-0.494978522
2944,0.2,1.137252016,-0.3788427
2945,0.2,1.155573625,0.035683962
2946,0.2,1.179224593,-0.35815836
2947,0.2,1.20427853,-0.456200782
2948,0.2,1.224556312,-0.106071427
2949,0.2,1.233389137,0.321095552
2950,0.2,1.226449468,-0.291070327
2951,0.2,1.2035353,0.115639998
2952,0.2,1.167912127,-0.007892655
2953,0.2,1.124267366,0.493769364
2954,0.2,1.077024114,0.044608299
2955,0.2,1.02961157,0.107378727
2956,0.2,0.98436912,-0.454290562
2957,0.2,0.942652151,-0.204437772
2958,0.2,0.904917031,0.314337293
2959,0.2,0.870754739,0.092605218
2960,0.2,0.838964092,-0.215769717
2961,0.2,0.807801404,0.400046772
2962,0.2,0.77548203,0.409572994
2963,0.2,0.740839428,-0.510989944
2964,0.2,0.703851152,-0.50562983
2965,0.2,0.665713038,0.53002294
2966,0.2,0.628451009,0.098006926
2967,0.2,0.594446945,-0.191535873
2968,0.2,0.56623527,0.34763233
2969,0.2,0.546564272,-0.009754792
2970,0.2,0.538426524,-0.084831683
2971,0.2,0.544682823,-0.067041561
2972,0.2,0.567090243,-0.380376727
2973,0.2,0.605146742,0.16019543
2974,0.2,0.655750717,0.294405638
2975,0.2,0.714193601,0.011205672
2976,0.2,0.775728463,-0.027237644
2977,0.2,0.836598534,0.006522609
2978,0.2,0.89419337,-0.139216687
2979,0.2,0.946689587,0.494772501
2980,0.2,0.992647492,0.528665065
2981,0.2,1.030866867,0.405465095
2982,0.2,1.06054328,-0.529848529
2983,0.2,1.081513614,-0.183954368
2984,0.2,1.094356355,-0.228280389
2985,0.2,1.100320957,-0.304440674
2986,0.2,1.101208888,-0.170670457
2987,0.2,1.099290597,-0.148544732
2988,0.2,1.097228874,0.109182216
2989,0.2,1.097893467,0.294412228
2990,0.2,1.103952215,0.023741933
2991,0.2,1.117234659,0.464395752
2992,0.2,1.137977681,0.554036134
2993,0.2,1.164074767,-0.188866245
2994,0.2,1.190631709,0.008377483
2995,0.2,1.210672778,0.164656736
2996,0.2,1.2176561,0.513592809
2997,0.2,1.208470296,0.137234952
2998,0.2,1.184351439,0.251687263
2999,0.2,1.149329399,0.084030394
3000,0.2,1.108099946,0.398701154
3001,0.2,1.064732497,-0.191847255
3002,0.2,1.022261703,0.33073223
3003,0.2,0.982699792,0.116910669
3004,0.2,0.947120177,-0.208728414
3005,0.2,0.915678098,0.215247548
3006,0.2,0.887592479,0.496787692
3007,0.2,0.861216788,-0.16634217
3008,0.2,0.834356335,0.317518919
3009,0.2,0.804903887,0.315387366
3010,0.2,0.771656746,-0.040965199
3011,0.2,0.734915861,-0.020141904
3012,0.2,0.696441404,0.244245682
3013,0.2,0.658828694,-0.455514276
3014,0.2,0.624879383,0.461000613
3015,0.2,0.59736887,-0.069029574
3016,0.2,0.579084372,0.051012961
3017,0.2,0.572755716,0.484143043
3018,0.2,0.580575343,-0.293856784
3019,0.2,0.603341662,-0.327027046
3020,0.2,0.63977592,-0.385899011
3021,0.2,0.68670333,0.408283279
3022,0.2,0.740105697,0.445056595
3023,0.2,0.796287792,-0.424793486
3024,0.2,0.852483162,0.029870986
3025,0.2,0.906810456,-0.471838371
3026,0.2,0.95785038,0.234071829
3027,0.2,1.004191874,-0.119791805
3028,0.2,1.044290182,-0.48315783
3029,0.2,1.076783279,0.188632367
3030,0.2,1.100990174,0.062613625
3031,0.2,1.117169421,-0.137441605
3032,0.2,1.126453627,-0.196673265
3033,0.2,1.130655295,0.208636476
3034,0.2,1.132088014,-0.198050589
3035,0.2,1.133386902,0.388694259
3036,0.2,1.137228509,-0.275046349
3037,0.2,1.145882561,0.222051553
3038,0.2,1.160631413,0.288884434
3039,0.2,1.181152223,-0.019827308
3040,0.2,1.204967648,-0.0746957
3041,0.2,1.227256198,-0.456168571
3042,0.2,1.241653575,0.172972719
3043,0.2,1.242402609,0.064304714
3044,0.2,1.226826024,0.365093821
3045,0.2,1.196208443,-0.536632348
3046,0.2,1.154551069,0.434648568
3047,0.2,1.106576639,0.295574526
3048,0.2,1.05637755,0.29783012
3049,0.2,1.006951991,-0.320355198
3050,0.2,0.9602223,-0.064718615
3051,0.2,0.917162928,-0.300035326
3052,0.2,0.877888544,0.049654859
3053,0.2,0.841722484,0.389979552
3054,0.2,0.807354832,-0.005746321
3055,0.2,0.773194653,0.396083349
3056,0.2,0.73790714,-0.530627357
3057,0.2,0.700953369,-0.405587487
3058,0.2,0.662854347,-0.151222156
3059,0.2,0.625040784,-0.365827345
3060,0.2,0.589473434,-0.326786166
3061,0.2,0.558376059,-0.455933372
3062,0.2,0.534236577,-0.16389148
3063,0.2,0.519936969,-0.363725326
3064,0.2,0.518676326,-0.498618265
3065,0.2,0.53330318,0.019767184
3066,0.2,0.564998521,-0.556905869
3067,0.2,0.612090004,0.006124675
3068,0.2,0.670203077,-0.406408799
3069,0.2,0.733836067,0.241978662
3070,0.2,0.798056374,0.47787588
3071,0.2,0.859261937,0.537892773
3072,0.2,0.915062664,-0.017112133
3073,0.2,0.963848371,0.487273618
3074,0.2,1.004483571,0.112916552
3075,0.2,1.036269277,-0.15594417
3076,0.2,1.059059344,-0.462500668
3077,0.2,1.073338407,-0.057750797
3078,0.2,1.080184871,-0.36647154
3079,0.2,1.081183134,-0.125162275
3080,0.2,1.07836761,-0.469230069
3081,0.2,1.074206385,0.358898215
3082,0.2,1.071539527,-0.092532761
3083,0.2,1.073328134,-0.243980284
3084,0.2,1.082116225,0.324150792
3085,0.2,1.099263672,-0.120634292
3086,0.2,1.124098174,0.196892897
3087,0.2,1.153161726,0.401396444
3088,0.2,1.180151294,0.450359004
3089,0.2,1.197640022,0.5526738
3090,0.2,1.200370366,-0.226585778
3091,0.2,1.187493672,0.263169838
3092,0.2,1.161929576,-0.291601247
3093,0.2,1.128187564,-0.3095989
3094,0.2,1.09064139,-0.547144309
3095,0.2,1.052792196,-0.196667784
3096,0.2,1.017137763,0.143215748
3097,0.2,0.985222968,0.299262274
3098,0.2,0.9576572,-0.186559714
3099,0.2,0.934061624,0.231494536
3100,0.2,0.913033474,-0.366077538
3101,0.2,0.892288415,0.261172951
3102,0.2,0.86913429,0.461413748
3103,0.2,0.841314884,0.439464815
3104,0.2,0.807991586,-0.091442451
3105,0.2,0.770269823,0.036055062
3106,0.2,0.730793137,-0.314440034
3107,0.2,0.692781585,-0.123837287
3108,0.2,0.65934075,0.442181941
3109,0.2,0.633295452,0.36478746
3110,0.2,0.617206982,0.246916786
3111,0.2,0.613190824,0.088133232
3112,0.2,0.622420177,0.348738768
3113,0.2,0.644573066,0.535415895
3114,0.2,0.677712504,0.340585689
3115,0.2,0.718841909,0.267271266
3116,0.2,0.764824213,0.006317145
3117,0.2,0.813129674,0.401324219
3118,0.2,0.862126358,0.453779983
3119,0.2,0.910912417,0.227567513
3120,0.2,0.958789373,0.370896325
3121,0.2,1.004604877,0.412302305
3122,0.2,1.046473901,-0.102044137
3123,0.2,1.082290827,0.427129929
3124,0.2,1.110639246,0.241275747
3125,0.2,1.131308175,0.545735009
3126,0.2,1.145229927,0.363335854
3127,0.2,1.154167002,-0.180513118
3128,0.2,1.160391312,-0.110601512
3129,0.2,1.16637228,0.160730331
3130,0.2,1.174409541,-0.140375919
3131,0.2,1.186195986,0.508680463
3132,0.2,1.202370804,-0.32436256
3133,0.2,1.222139625,-0.285999185
3134,0.2,1.243041019,0.157303759
3135,0.2,1.261013461,-0.188511414
3136,0.2,1.271003273,0.553077548
3137,0.2,1.268258498,-0.353361118
3138,0.2,1.250035016,-0.12741653
3139,0.2,1.216789218,0.200854879
3140,0.2,1.171837894,0.443695126
3141,0.2,1.119720243,-0.259939663
3142,0.2,1.064622978,-0.268805326
3143,0.2,1.009660029,-0.169187678
3144,0.2,0.956803278,-0.54705216
3145,0.2,0.907039041,-0.021531803
3146,0.2,0.860540172,-0.065796338
3147,0.2,0.816839406,0.067622498
3148,0.2,0.775064821,0.07408525
3149,0.2,0.734269089,0.480846126
3150,0.2,0.693792644,0.458841445
3151,0.2,0.653527417,-0.136115462
3152,0.2,0.613974742,0.351679025
3153,0.2,0.576122613,0.069764199
3154,0.2,0.54129301,-0.322829999
3155,0.2,0.51111282,0.496596363
3156,0.2,0.487654131,-0.098792676
3157,0.2,0.47365093,-0.145269219
3158,0.2,0.47253461,-0.30303055
3159,0.2,0.487845334,-0.270433627
3160,0.2,0.521695042,-0.380669669
3161,0.2,0.572925291,0.114189707
3162,0.2,0.636690449,-0.379814397
3163,0.2,0.706220663,0.334667055
3164,0.2,0.775210033,-0.444588198
3165,0.2,0.839087501,-0.470889329
3166,0.2,0.895051458,-0.422717555
3167,0.2,0.94161346,-0.472353751
3168,0.2,0.978185317,0.547918308
3169,0.2,1.004836993,-0.254465807
3170,0.2,1.022158607,0.241050387
3171,0.2,1.03115625,0.238792839
3172,0.2,1.033171472,-0.349719602
3173,0.2,1.029849152,0.385883994
3174,0.2,1.023171065,-0.016893165
3175,0.2,1.015535542,-0.064755445
3176,0.2,1.009798007,-0.049905845
3177,0.2,1.009108151,-0.221328878
3178,0.2,1.016385409,0.246288787
3179,0.2,1.033463753,0.284391087
3180,0.2,1.060122145,-0.351041102
3181,0.2,1.093217768,0.412203656
3182,0.2,1.126511379,-0.541048112
3183,0.2,1.152406558,-0.266178061
3184,0.2,1.165418385,0.329970036
3185,0.2,1.164445592,0.113238803
3186,0.2,1.15204308,0.31264276
3187,0.2,1.132301034,-0.267035072
3188,0.2,1.109259093,-0.16224684
3189,0.2,1.086228515,0.047454704
3190,0.2,1.065623913,0.514533064
3191,0.2,1.048936751,0.536989557
3192,0.2,1.036684267,-0.194149126
3193,0.2,1.028319765,-0.055995802
3194,0.2,1.022179163,0.191457397
3195,0.2,1.015563604,0.248956602
3196,0.2,1.005058245,-0.543366898
3197,0.2,0.987261524,0.313948462
3198,0.2,0.960074229,0.541005129
3199,0.2,0.924009321,0.346457049
3200,0.2,0.88221155,-0.030609759
3201,0.2,0.838973212,0.300269562
3202,0.2,0.79823712,-0.468397481
3203,0.2,0.763027369,-0.450303091
3204,0.2,0.735453436,0.221224541
3205,0.2,0.716757448,-0.415712626
3206,0.2,0.707251713,0.090984343
3207,0.2,0.706264084,-0.033472465
3208,0.2,0.712262508,0.510994714
3209,0.2,0.723216375,-0.380838574
3210,0.2,0.737104568,0.138084485
3211,0.2,0.75243118,0.004742731
3212,0.2,0.76865285,0.321774743
3213,0.2,0.786456628,-0.168438634
3214,0.2,0.807775197,0.004419166
3215,0.2,0.835252218,0.282275475
3216,0.2,0.870811114,0.536188883
3217,0.2,0.913804691,-0.390133097
3218,0.2,0.960597812,-0.223765247
3219,0.2,1.006465915,0.065482932
3220,0.2,1.047890062,-0.188056503
3221,0.2,1.083406156,-0.316590556
3222,0.2,1.113221573,-0.152274287
3223,0.2,1.138479339,-0.46036045
3224,0.2,1.160622072,0.373914149
3225,0.2,1.180952208,0.462117907
3226,0.2,1.20038595,0.407769313
3227,0.2,1.219385501,-0.100203618
3228,0.2,1.238034115,-0.151492162
3229,0.2,1.256185285,-0.423493393
3230,0.2,1.273590523,0.145915249
3231,0.2,1.289894915,-0.016123483
3232,0.2,1.304366345,0.53041669
3233,0.2,1.315247138,0.541614175
3234,0.2,1.319044019,0.531705184
3235,0.2,1.311068387,0.143403238
3236,0.2,1.288074019,0.554900128
3237,0.2,1.250536173,0.205370018
3238,0.2,1.201915742,0.017643943
3239,0.2,1.146399283,-0.340134607
3240,0.2,1.087436569,0.4930568
3241,0.2,1.02738541,-0.19922781
3242,0.2,0.967691981,-0.106509736
3243,0.2,0.909195157,-0.18484925
3244,0.2,0.852389344,-0.257655337
3245,0.2,0.797598958,-0.209830647
3246,0.2,0.745067555,0.289961297
3247,0.2,0.694988866,-0.194781579
3248,0.2,0.647515358,0.053269119
3249,0.2,0.602777342,0.47126737
3250,0.2,0.560940008,-0.310222884
3251,0.2,0.522313763,-0.002760991
3252,0.2,0.487498998,0.056988664
3253,0.2,0.457519304,0.030568945
3254,0.2,0.433947484,-0.416469841
3255,0.2,0.419078059,0.414127867
3256,0.2,0.416079179,0.033601463
3257,0.2,0.428782916,-0.524613999
3258,0.2,0.46055387,0.111703578
3259,0.2,0.512081031,-0.075650613
3260,0.2,0.579455753,0.484071674
3261,0.2,0.654811192,-0.16371168
3262,0.2,0.729487711,0.383787791
3263,0.2,0.796935657,-0.322363079
3264,0.2,0.853576948,0.132044355
3265,0.2,0.898203631,0.115280544
3266,0.2,0.931045518,0.51275458
3267,0.2,0.953060346,-0.145046008
3268,0.2,0.965526626,-0.195486695
3269,0.2,0.969863013,-0.098171987
3270,0.2,0.967587208,-0.040659803
3271,0.2,0.960352338,-0.439734118
3272,0.2,0.950031777,-0.324191484
3273,0.2,0.938841439,-0.184886413
3274,0.2,0.929460293,0.169925991
3275,0.2,0.925026693,-0.249581182
3276,0.2,0.928804813,-0.392142405
3277,0.2,0.943389348,0.121985203
3278,0.2,0.969604318,0.186274286
3279,0.2,1.005453699,-0.359018322
3280,0.2,1.045689716,-0.17140027
3281,0.2,1.083124522,0.271335952
3282,0.2,1.111825627,0.065438674
3283,0.2,1.12960037,0.071848151
3284,0.2,1.1377661,-0.545172882
3285,0.2,1.13940758,-0.211356051
3286,0.2,1.137892073,0.456638803
3287,0.2,1.136104457,-0.509307322
3288,0.2,1.136143246,-0.304467205
3289,0.2,1.139207849,-0.509450803
3290,0.2,1.145567647,-0.24518976
3291,0.2,1.15460761,-0.070407515
3292,0.2,1.164949746,-0.3714091
3293,0.2,1.174567697,0.226388101
3294,0.2,1.180749542,0.207704347
3295,0.2,1.179957321,-0.121510718
3296,0.2,1.168224743,0.019039309
3297,0.2,1.142952235,0.420826882
3298,0.2,1.105100125,-0.341430787
3299,0.2,1.058954635,-0.250335858
3300,0.2,1.009619521,-0.099574114
3301,0.2,0.961092543,0.331069483
3302,0.2,0.915812442,-0.145301788
3303,0.2,0.87488192,-0.557974776
