time,input,value,zeros
2193,0.163818629,0.187961858,0
2194,0.147480032,0.197519814,0
2195,-0.036739689,0.171758655,0
2196,-0.093838702,0.155906792,0
2197,-0.020275882,0.149627094,0
2198,-0.102154768,0.159450533,0
2199,-0.003460219,0.162763068,0
2200,-0.085851999,0.16188785,0
2201,0.018034178,0.136849823,0
2202,-0.025495296,0.156241435,0
2203,-0.085598227,0.153419063,0
2204,-0.014213096,0.139404808,0
2205,0.012863953,0.153389836,0
2206,0.109950623,0.155932441,0
2207,-0.102685599,0.155356483,0
2208,-0.16635285,0.174262924,0
2209,-0.145401934,0.166643391,0
2210,0.075348826,0.18166068,0
2211,0.115771484,0.170825559,0
2212,-0.008427532,0.160547226,0
2213,0.097718048,0.162181871,0
2214,-0.158627104,0.159709643,0
2215,-0.085997171,0.157952299,0
2216,-0.105744837,0.146194675,0
2217,0.159381191,0.172099972,0
2218,-0.103374326,0.12607585,0
2219,-0.030536767,0.170479592,0
2220,0.089797712,0.161396749,0
2221,-0.044666612,0.176823618,0
2222,0.136244937,0.167699811,0
2223,-0.13195003,0.183701461,0
2224,-0.023913954,0.201406131,0
2225,-0.003885416,0.180261918,0
2226,-0.031410288,0.169892209,0
2227,-0.021791625,0.157982751,0
2228,0.177422181,0.164168593,0
2229,0.010766195,0.155355609,0
2230,0.12778268,0.16140725,0
2231,0.06876038,0.153731273,0
2232,0.042093472,0.173205153,0
2233,0.127076367,0.158362265,0
2234,0.092676146,0.156219293,0
2235,0.051328524,0.159062112,0
2236,0.19054619,0.158099889,0
2237,0.135815274,0.153830473,0
2238,0.024479542,0.194550101,0
2239,0.142661059,0.174556108,0
2240,0.02426316,0.194051244,0
2241,-0.199323127,0.176976162,0
2242,0.166904606,0.155540898,0
2243,-0.056645219,0.191551861,0
2244,0.075248422,0.166011258,0
2245,0.086255312,0.169909044,0
2246,-0.195892029,0.190366409,0
2247,-0.147426176,0.134024371,0
2248,0.158691612,0.146504554,0
2249,-0.132654401,0.190359201,0
2250,-0.004308067,0.168605947,0
2251,0.043142571,0.166115766,0
2252,-0.003070038,0.1745811,0
2253,-0.068218682,0.167457378,0
2254,-0.027204399,0.15655283,0
2255,-0.183327041,0.156474989,0
2256,0.09804941,0.213728299,0
2257,0.126997464,0.160329296,0
2258,-0.130861859,0.191962614,0
2259,-0.119912445,0.200387829,0
2260,-0.101141941,0.178487251,0
2261,0.060152186,0.162762005,0
2262,0.116520399,0.162896818,0
2263,0.06399516,0.15120768,0
2264,0.133151849,0.155866555,0
2265,0.174361515,0.1236589,0
2266,-0.096346423,0.173260701,0
2267,0.031166286,0.148012322,0
2268,0.152198416,0.150485915,0
2269,0.098867963,0.129861787,0
2270,-0.09704313,0.133935621,0
2271,0.149191975,0.141415903,0
2272,0.097477629,0.17889896,0
2273,-0.063107484,0.176324431,0
2274,-0.01817856,0.15362068,0
2275,-0.180437864,0.152926073,0
2276,0.100964916,0.183720328,0
2277,0.022730914,0.174067146,0
2278,0.060090043,0.17111958,0
2279,0.163026382,0.17390175,0
2280,0.183478087,0.142698978,0
2281,-0.168071663,0.195633227,0
2282,0.012262351,0.150772428,0
2283,0.137704973,0.156696526,0
2284,0.199477824,0.156221906,0
2285,-0.009589717,0.105825448,0
2286,0.047828866,0.138817724,0
2287,0.015848793,0.154143833,0
2288,-0.039071101,0.159585701,0
2289,-0.05461544,0.150563877,0
2290,0.012173603,0.141512856,0
2291,0.140039151,0.150067418,0
2292,0.199503815,0.158582533,0
2293,0.169119765,0.200455577,0
2294,-0.116013443,0.225932434,0
2295,0.176756446,0.187359186,0
2296,-0.161414462,0.184505432,0
2297,-0.133331254,0.167314497,0
2298,0.185686352,0.172446681,0
2299,0.110463684,0.151513993,0
2300,-0.002189136,0.160650683,0
2301,-0.058644818,0.161863207,0
2302,-0.13702562,0.145339111,0
2303,-0.134918804,0.12161193,0
2304,0.033546575,0.170168679,0
2305,0.060677176,0.173752224,0
2306,0.196331679,0.151414219,0
2307,-0.002864365,0.118090552,0
2308,-0.048407224,0.143644691,0
2309,0.114295746,0.145831888,0
2310,-0.111337203,0.154255989,0
2311,0.18538615,0.16753183,0
2312,-0.074725136,0.124650439,0
2313,0.140026438,0.161685614,0
2314,-0.11413184,0.167767355,0
2315,-0.102674851,0.152597309,0
2316,-0.071528981,0.126890899,0
2317,0.022208372,0.147656328,0
2318,0.047771444,0.153703274,0
2319,0.168483289,0.165848595,0
2320,0.076439874,0.134242842,0
2321,0.151956041,0.171614687,0
2322,0.014523155,0.147380229,0
2323,-0.177396806,0.158534578,0
2324,-0.101226664,0.190028369,0
2325,0.131214128,0.187311579,0
2326,0.19879094,0.156942745,0
2327,-0.053306116,0.166364556,0
2328,-0.045824734,0.159664712,0
2329,-0.093653391,0.149394365,0
2330,-0.007425443,0.146192018,0
2331,-0.145838272,0.1541048,0
2332,0.194134483,0.155505428,0
2333,-0.048960807,0.107620749,0
2334,0.178866825,0.148185501,0
2335,0.10179211,0.191006155,0
2336,-0.155957277,0.202314411,0
2337,0.169758071,0.189150945,0
2338,0.182064556,0.160238369,0
2339,0.022095288,0.135343882,0
2340,-0.093389251,0.151114617,0
2341,-0.011647113,0.17781223,0
2342,-0.165464043,0.164339617,0
2343,-0.032069179,0.174823832,0
2344,-0.106488475,0.158653441,0
2345,0.131962954,0.144860102,0
2346,0.181017408,0.124600777,0
2347,-0.144077785,0.193323286,0
2348,-0.034239626,0.133971734,0
2349,0.039485424,0.149498767,0
2350,-0.002553924,0.151076425,0
2351,0.138608031,0.157249407,0
2352,-0.1368048,0.124978532,0
2353,0.14233938,0.153529239,0
2354,-0.031017756,0.134773815,0
2355,0.06467459,0.144183821,0
2356,-0.17270139,0.171393209,0
2357,-0.150982646,0.201715893,0
2358,-0.009148164,0.183623472,0
2359,-0.117680399,0.168978225,0
2360,0.079282139,0.164590747,0
2361,-0.105755117,0.179069478,0
2362,0.191299592,0.189988392,0
2363,-0.170211224,0.213912274,0
2364,-0.155169771,0.190834205,0
2365,0.006384615,0.159451126,0
2366,0.194952331,0.160719801,0
2367,0.155730035,0.118632627,0
2368,-0.17331133,0.14371336,0
2369,-0.197116535,0.185850018,0
2370,-0.165208699,0.148173362,0
2371,0.110356239,0.183182709,0
2372,-0.109925392,0.202141237,0
2373,-0.0321201,0.205956995,0
2374,0.067447914,0.1867557,0
2375,-0.111637228,0.172496248,0
2376,-0.18959384,0.133830888,0
2377,0.111741068,0.107107784,0
2378,-0.086229274,0.112022606,0
2379,0.096652826,0.168274554,0
2380,0.193390668,0.140160286,0
2381,0.015330414,0.185357308,0
2382,-0.028980776,0.168038685,0
2383,-0.128448167,0.165082968,0
2384,-0.176296989,0.149233732,0
2385,-0.103820748,0.185496587,0
2386,0.054250395,0.199222344,0
2387,-0.178834446,0.184598233,0
2388,-0.12895042,0.193809078,0
2389,0.18800273,0.156301942,0
2390,-0.176431976,0.214926569,0
2391,-0.024729449,0.179786417,0
2392,0.148470112,0.171160227,0
2393,-0.109891844,0.138143149,0
2394,0.117605741,0.182747515,0
2395,-0.193860198,0.153013236,0
2396,0.158883451,0.143698528,0
2397,-0.066482547,0.11283384,0
2398,0.055479429,0.155998178,0
2399,-0.083416464,0.174991888,0
2400,-0.170690632,0.188811775,0
2401,-0.167835813,0.178091287,0
2402,0.024820375,0.130292241,0
2403,0.196574617,0.145150153,0
2404,-0.087991313,0.189585063,0
2405,0.123461317,0.197368344,0
2406,0.181194391,0.20458991,0
2407,-0.175075933,0.160469731,0
2408,0.131014704,0.147414561,0
2409,0.148639014,0.140485001,0
2410,0.16756635,0.115905171,0
2411,0.140780629,0.101912707,0
2412,0.10403382,0.143627644,0
2413,0.088939168,0.184869973,0
2414,-0.099492871,0.158384478,0
2415,0.062036647,0.141404673,0
2416,-0.131565178,0.169881172,0
2417,0.023049799,0.197953514,0
2418,0.182205706,0.178780562,0
2419,0.092837968,0.207963845,0
2420,0.193203095,0.20236815,0
2421,-0.139643563,0.218580563,0
2422,0.000308195,0.163496629,0
2423,-0.096778357,0.16399841,0
2424,0.008061269,0.178425573,0
2425,-0.136731984,0.170539993,0
2426,0.159747237,0.193937654,0
2427,-0.026349872,0.181896296,0
2428,0.022169046,0.164283487,0
2429,0.023319336,0.167531421,0
2430,0.178360483,0.172137676,0
2431,0.090572699,0.129556699,0
2432,-0.131267011,0.14982924,0
2433,0.080646614,0.176531227,0
2434,-0.158875074,0.168804376,0
2435,0.170347493,0.197364041,0
2436,0.175989796,0.216822442,0
2437,0.089939819,0.17678907,0
2438,-0.033961614,0.171228304,0
2439,0.158199783,0.16496264,0
2440,-0.070719074,0.206033668,0
2441,0.14551036,0.170311827,0
2442,0.033333901,0.13775928,0
2443,-0.088755342,0.157666267,0
2444,0.056566002,0.182387061,0
2445,0.10950573,0.185414461,0
2446,-0.135247749,0.200935561,0
2447,0.069964315,0.159651337,0
2448,0.159546664,0.158191783,0
2449,0.01897317,0.198948611,0
2450,-0.039096402,0.175152554,0
2451,-0.126735968,0.159131702,0
2452,0.153836267,0.155050046,0
2453,0.088691186,0.139465766,0
2454,0.125688053,0.161319598,0
2455,0.010162759,0.182699035,0
2456,-0.004703054,0.168191031,0
2457,-0.055457487,0.163905107,0
2458,-0.089923407,0.149520414,0
2459,0.128745988,0.154657658,0
2460,0.092018502,0.151289967,0
2461,0.135792232,0.139885381,0
2462,0.072945273,0.184253183,0
2463,0.123528843,0.179676274,0
2464,-0.137374493,0.19188414,0
2465,-0.198194673,0.171454672,0
2466,0.079845009,0.167020037,0
2467,-0.126090023,0.157272779,0
2468,-0.027181917,0.177140241,0
2469,0.130272495,0.162724099,0
2470,0.072788129,0.180488434,0
2471,-0.108786316,0.184420622,0
2472,0.05195517,0.15961823,0
2473,0.06342449,0.171332953,0
2474,0.162027559,0.15309391,0
2475,0.02902669,0.110653514,0
2476,0.06986202,0.145656273,0
2477,0.146375992,0.142153515,0
2478,0.193454764,0.147959768,0
2479,-0.104505263,0.193717498,0
2480,0.066842324,0.162096908,0
2481,-0.009218789,0.150452084,0
2482,-0.025631882,0.155977426,0
2483,0.053969613,0.156311096,0
2484,-0.049840278,0.17187475,0
2485,0.159371865,0.162599688,0
2486,-0.139440421,0.178397878,0
2487,-0.028158149,0.137367239,0
2488,-0.052572769,0.144143633,0
2489,0.045698868,0.163109025,0
2490,0.132433267,0.166419248,0
2491,-0.164135773,0.161296935,0
2492,-0.058801853,0.167583312,0
2493,0.094659807,0.158997662,0
2494,-0.174777167,0.153436029,0
2495,0.032769867,0.116472834,0
2496,0.078301538,0.137098161,0
2497,0.095475397,0.14814518,0
2498,-0.075710768,0.14814905,0
2499,-0.063737177,0.150519438,0
2500,-0.130967235,0.1438445,0
2501,0.181616043,0.186082323,0
2502,-0.009417537,0.153857929,0
2503,-0.022240522,0.156333398,0
2504,-0.194017952,0.164408349,0
2505,0.019283772,0.152156589,0
2506,-0.081565991,0.159632484,0
2507,-0.016832618,0.148684737,0
2508,-0.139582489,0.158141721,0
2509,0.120523463,0.173230484,0
2510,0.111118495,0.142119227,0
2511,-0.111555907,0.184238622,0
2512,-0.192095741,0.171520256,0
2513,0.031932598,0.171675917,0
2514,-0.195733432,0.156165137,0
2515,0.086883515,0.153818187,0
2516,-0.023610937,0.147968672,0
2517,-0.157391284,0.1568802,0
2518,0.174153427,0.192691686,0
2519,0.03602703,0.205191902,0
2520,-0.08069488,0.184821882,0
2521,-0.089471096,0.184890183,0
2522,-0.106799584,0.197200127,0
2523,0.169388275,0.171312323,0
2524,0.028841575,0.116659157,0
2525,0.103825268,0.148739258,0
2526,-0.14097227,0.153634761,0
2527,-0.183099331,0.192523439,0
2528,-0.064193435,0.126749289,0
2529,0.128410671,0.145213594,0
2530,0.16610097,0.139795917,0
2531,0.034473805,0.130667858,0
2532,0.017769633,0.143624738,0
2533,-0.085084767,0.158151037,0
2534,0.062354299,0.155275833,0
2535,-0.055569817,0.167895699,0
2536,-0.159429857,0.174825192,0
2537,-0.159335478,0.209650216,0
2538,-0.004988404,0.19450478,0
2539,0.060129822,0.173141632,0
2540,0.021569751,0.181186749,0
2541,-0.179737476,0.170771942,0
2542,-0.096322823,0.161204251,0
2543,-0.022309525,0.174732709,0
2544,-0.012677449,0.16573751,0
2545,0.070203418,0.165476001,0
2546,-0.066362258,0.14750883,0
2547,0.013290657,0.172975582,0
2548,-0.084742361,0.166558768,0
2549,0.121951023,0.156309372,0
2550,-0.151892072,0.163831409,0
2551,0.008062875,0.203576474,0
2552,-0.0076737,0.176987143,0
2553,0.195810661,0.168341039,0
2554,0.15534125,0.160980852,0
2555,-0.121982992,0.178195366,0
2556,-0.150000899,0.180705627,0
2557,0.175244814,0.166838409,0
2558,-0.047991126,0.142143028,0
2559,-0.17871473,0.145931352,0
2560,-0.088622219,0.196810613,0
2561,-0.143732217,0.17490209,0
2562,0.113233363,0.168920342,0
2563,-0.12652067,0.198155691,0
2564,0.155087901,0.146943704,0
2565,-0.174353673,0.128192863,0
2566,0.155839164,0.188260657,0
2567,0.172475011,0.21304153,0
2568,-0.030617909,0.169640256,0
2569,0.139745024,0.173780544,0
2570,-0.19242869,0.148838335,0
2571,0.165941622,0.198869512,0
2572,-0.053047405,0.20509443,0
2573,-0.091484696,0.189754959,0
2574,-0.075921086,0.1523656,0
2575,0.013642657,0.17903325,0
2576,-0.017452301,0.173179267,0
2577,0.147329938,0.163055938,0
2578,0.173390131,0.156447223,0
2579,0.142219271,0.196893965,0
2580,0.016161615,0.135379033,0
2581,0.084922771,0.156482697,0
2582,-0.132836821,0.153548579,0
2583,0.025131891,0.177008279,0
2584,0.052085133,0.164785139,0
2585,-0.151129237,0.164144083,0
2586,-0.098902176,0.166666954,0
2587,0.048640081,0.141763332,0
2588,0.002727875,0.166613623,0
2589,-0.028332966,0.164089097,0
2590,0.096564642,0.161588897,0
2591,-0.097445217,0.173839438,0
2592,-0.189277048,0.185771395,0
2593,0.177002085,0.16407335,0
2594,0.176661454,0.176614184,0
2595,-0.103389784,0.127640771,0
2596,0.168474234,0.164024621,0
2597,0.038379769,0.174834642,0
2598,-0.045355884,0.167110756,0
2599,0.078834113,0.16592757,0
2600,0.107835989,0.174980969,0
2601,0.141362497,0.1513852,0
2602,0.137726965,0.117787714,0
2603,0.057321603,0.181234278,0
2604,0.182472118,0.184072764,0
2605,0.190305792,0.141731847,0
2606,0.125721527,0.202114167,0
2607,0.068755813,0.184659395,0
2608,0.043734878,0.166148433,0
2609,-0.074958047,0.168889976,0
2610,-0.046647319,0.152669917,0
2611,0.016329868,0.148510266,0
2612,0.066998378,0.160162575,0
2613,0.099317393,0.167344742,0
2614,-0.176681366,0.191413439,0
2615,-0.194302528,0.123102412,0
2616,-0.14129392,0.110537078,0
2617,-0.015226638,0.127285119,0
2618,0.039949694,0.146835252,0
2619,0.00662464,0.150547538,0
2620,-0.0192355,0.155829266,0
2621,-0.037716985,0.15782119,0
2622,0.09983976,0.155320504,0
2623,0.008193628,0.173010485,0
2624,0.044128748,0.16263566,0
2625,-0.190721537,0.147825392,0
2626,-0.160793097,0.195764911,0
2627,0.05416697,0.177797671,0
2628,-0.096174719,0.171016961,0
2629,0.000483414,0.164437521,0
2630,-0.081863575,0.162977623,0
2631,-0.075516709,0.167122045,0
2632,-0.098637644,0.152848036,0
2633,-0.19916445,0.157446468,0
2634,-0.082531795,0.147117675,0
2635,-0.063816689,0.179841868,0
2636,-0.151441857,0.184418568,0
2637,0.018819514,0.158373922,0
2638,-0.054757702,0.157828246,0
2639,-0.011346039,0.160190804,0
2640,-0.176087048,0.162491337,0
2641,-0.091454999,0.181917859,0
2642,0.194947524,0.183046491,0
2643,0.050455715,0.111982871,0
2644,-0.118459827,0.136459541,0
2645,-0.127487121,0.163307127,0
2646,0.198888821,0.191017175,0
2647,0.103124718,0.178264195,0
2648,-0.022891622,0.159506336,0
2649,0.118208815,0.161226776,0
2650,0.041265275,0.130279163,0
2651,0.132341391,0.143825716,0
2652,-0.198386806,0.19305776,0
2653,0.11512409,0.158047379,0
2654,-0.191565223,0.1397201,0
2655,-0.055051428,0.189854293,0
2656,-0.110927051,0.156146224,0
2657,-0.003980525,0.142254094,0
2658,-0.013379569,0.154007722,0
2659,0.157379046,0.155907376,0
2660,-0.112197327,0.168698587,0
2661,0.091752401,0.141845752,0
2662,-0.091627025,0.12659442,0
2663,0.054264163,0.131859552,0
2664,-0.174816753,0.133900056,0
2665,0.159833245,0.164655539,0
2666,-0.099899933,0.134952419,0
2667,-0.093847941,0.150897806,0
2668,-0.130985673,0.158193392,0
2669,0.004031008,0.128143896,0
2670,-0.122133737,0.14698947,0
2671,0.161383142,0.137709537,0
2672,0.190718453,0.128867624,0
2673,-0.039450003,0.163308972,0
2674,0.154431448,0.17115793,0
2675,0.021477365,0.201079718,0
2676,-0.081389616,0.172400671,0
2677,-0.023322011,0.176614042,0
2678,0.176668515,0.171558427,0
2679,0.156554248,0.166241819,0
2680,-0.1409229,0.134789697,0
2681,0.021544982,0.117266132,0
2682,0.137791694,0.15074393,0
2683,0.010721918,0.149318515,0
2684,0.101106033,0.159308139,0
2685,-0.100853807,0.163788922,0
2686,0.050823942,0.174241518,0
2687,-0.064878265,0.164119045,0
2688,0.125417535,0.144773312,0
2689,-0.176680393,0.18391997,0
2690,0.054426088,0.206706166,0
2691,0.063578145,0.18045387,0
2692,0.059093041,0.182411397,0
2693,0.120690485,0.171261232,0
2694,-0.170001551,0.184504693,0
2695,-0.163780556,0.197270537,0
2696,0.175024391,0.164347578,0
2697,0.062368205,0.146896381,0
2698,0.169772327,0.168747589,0
2699,0.051559172,0.120704657,0
2700,-0.088499985,0.150821185,0
2701,0.030971667,0.149380464,0
2702,-0.035404014,0.159781358,0
2703,0.011394084,0.1544171,0
2704,-0.166556524,0.155748826,0
2705,0.179587393,0.199854337,0
2706,-0.041640157,0.222800117,0
2707,0.052174212,0.181093265,0
2708,-0.022579766,0.18267565,0
2709,0.167805759,0.168376287,0
2710,-0.163436157,0.142758697,0
2711,0.069604544,0.147489795,0
2712,-0.08881068,0.153197734,0
2713,0.074794197,0.157527687,0
2714,-0.182739491,0.142052722,0
2715,-0.082124378,0.105448296,0
2716,-0.144745849,0.145217893,0
2717,0.198574838,0.143316316,0
2718,0.150146369,0.146932406,0
2719,-0.009539576,0.192542488,0
2720,0.035649447,0.174315709,0
2721,-0.076229298,0.16916052,0
2722,-0.012936276,0.173841462,0
2723,0.059569604,0.164176904,0
2724,0.133851559,0.145705703,0
2725,0.063518512,0.138592833,0
2726,0.17755169,0.138831267,0
2727,0.106155652,0.205554473,0
2728,-0.020186071,0.202529356,0
2729,-0.127953754,0.178315823,0
2730,-0.002136962,0.161729343,0
2731,-0.021823101,0.162335783,0
2732,-0.041187047,0.162692329,0
2733,0.176916067,0.158634691,0
2734,0.009867703,0.196237543,0
2735,-0.074169167,0.176545135,0
2736,0.089520588,0.148599739,0
2737,-0.055660421,0.171860658,0
2738,0.183708654,0.168019097,0
2739,0.091657085,0.129301769,0
2740,-0.138547721,0.14907333,0
2741,-0.091101718,0.161356848,0
2742,-0.096175529,0.167124002,0
2743,0.148684031,0.138208178,0
2744,-0.077897236,0.15476358,0
2745,0.065463351,0.167204541,0
2746,0.112921151,0.17195627,0
2747,0.01427099,0.155733838,0
2748,0.101091852,0.162821294,0
2749,-0.177710203,0.175425129,0
2750,0.044852254,0.203625729,0
2751,-0.054306831,0.171841349,0
2752,0.071380625,0.173724504,0
2753,0.191615649,0.182589161,0
2754,-0.124961528,0.14808705,0
2755,-0.045009847,0.144839236,0
2756,-0.004356056,0.148071501,0
2757,0.097426439,0.156668176,0
2758,0.017141662,0.174837704,0
2759,-0.12898056,0.162565767,0
2760,0.195865724,0.153640766,0
2761,-0.177664718,0.14255778,0
2762,0.143268742,0.135060712,0
2763,0.104384551,0.19215691,0
2764,0.083740137,0.153054683,0
2765,0.170550732,0.152227401,0
2766,-0.074656627,0.156510083,0
2767,-0.175500756,0.148401393,0
2768,0.064810489,0.151664883,0
2769,0.120497178,0.144698177,0
2770,-0.063840759,0.189880567,0
2771,0.0518609,0.188847212,0
2772,0.117464683,0.183025058,0
2773,-0.057154937,0.188495112,0
2774,-0.120156524,0.164984268,0
2775,0.183951644,0.13252185,0
2776,0.178104468,0.130083357,0
2777,-0.137034591,0.102692479,0
2778,0.149280577,0.125582578,0
2779,-0.018697613,0.174394346,0
2780,0.093583909,0.167890381,0
2781,0.099237809,0.170730131,0
2782,0.188957215,0.181854077,0
2783,-0.14419161,0.152352216,0
2784,-0.016458284,0.183143931,0
2785,0.146251908,0.164332229,0
2786,-0.038396217,0.201132702,0
2787,-0.018176761,0.184565257,0
2788,0.133735041,0.167042633,0
2789,0.15619676,0.160956832,0
2790,-0.141886086,0.184168265,0
2791,-0.003717298,0.150247069,0
2792,0.14616985,0.157015338,0
2793,-0.107544948,0.128875118,0
2794,0.164086409,0.152152586,0
2795,-0.163984394,0.194199003,0
2796,0.081040902,0.184020433,0
2797,-0.166053627,0.168300069,0
2798,0.008527169,0.131038558,0
2799,-0.023698284,0.151864422,0
2800,0.007946943,0.162766447,0
2801,-0.191034639,0.16164807,0
2802,0.012677042,0.119475381,0
2803,-0.176227623,0.143082855,0
2804,-0.000451136,0.110771635,0
2805,0.190063825,0.141800798,0
2806,0.15037591,0.176100824,0
2807,-0.028305386,0.128290216,0
2808,-0.058110475,0.147277493,0
2809,0.165083184,0.156875572,0
2810,0.095910966,0.160389024,0
2811,0.180170148,0.132227048,0
2812,0.010452171,0.152457749,0
2813,0.019021708,0.154022029,0
2814,0.140648574,0.157438981,0
2815,0.000577765,0.199192084,0
2816,0.174466996,0.175467468,0
2817,0.031147382,0.158951084,0
2818,0.145090584,0.157641116,0
2819,0.100666116,0.195868395,0
2820,0.079245793,0.189339998,0
2821,0.115388123,0.194053149,0
2822,0.195024703,0.176853629,0
2823,-0.191223272,0.174173398,0
2824,-0.194076668,0.127401642,0
2825,0.007560474,0.1491932,0
2826,-0.062409605,0.159410078,0
2827,0.092037507,0.158320627,0
2828,0.115641521,0.180843637,0
2829,-0.027000878,0.187135924,0
2830,-0.101309376,0.168807131,0
2831,0.035722309,0.147254953,0
2832,0.040947317,0.166623403,0
2833,0.125564727,0.151731432,0
2834,0.116275149,0.1210793,0
2835,-0.023470378,0.147270657,0
2836,-0.021428321,0.158075166,0
2837,0.175150265,0.157008625,0
2838,0.135176085,0.189934003,0
2839,0.069835429,0.166651874,0
2840,-0.101096903,0.152502227,0
2841,-0.177888587,0.152214473,0
2842,0.015947783,0.146634506,0
2843,-0.029693794,0.158307672,0
2844,0.018039188,0.154579626,0
2845,0.08594336,0.157975168,0
2846,-0.016601016,0.157219817,0
2847,0.025845783,0.155327215,0
2848,-0.070838708,0.164197734,0
2849,-0.165986254,0.154692226,0
2850,-0.19769412,0.183595596,0
2851,-0.18808572,0.222377571,0
2852,0.172580795,0.180614658,0
2853,-0.010850357,0.161749419,0
2854,-0.094778087,0.16191789,0
2855,0.101622133,0.150117373,0
2856,0.132326355,0.155203166,0
2857,-0.10421104,0.164804127,0
2858,0.110538032,0.174516835,0
2859,0.05886593,0.139750962,0
2860,-0.183002372,0.136310548,0
2861,0.087719252,0.203751008,0
2862,0.074576479,0.20042612,0
2863,0.134050847,0.175434662,0
2864,-0.104517134,0.148153436,0
2865,0.088620031,0.140725461,0
2866,0.036127521,0.171340776,0
2867,0.038751882,0.159935185,0
2868,-0.027766053,0.167603302,0
2869,-0.17653045,0.161601506,0
2870,-0.122391269,0.210394292,0
2871,-0.077727305,0.165311813,0
2872,-0.047797116,0.154957763,0
2873,0.121852298,0.149702768,0
2874,0.17490905,0.138006078,0
2875,0.069727,0.175828079,0
2876,0.084813117,0.171073993,0
2877,-0.126152678,0.170403567,0
2878,-0.137861311,0.170560314,0
2879,0.050056387,0.20189654,0
2880,0.026454054,0.168622594,0
2881,-0.014972531,0.161551802,0
2882,-0.001459494,0.162968836,0
2883,0.158776123,0.162236792,0
2884,-0.049051467,0.20398154,0
2885,-0.005426062,0.173903596,0
2886,-0.111998887,0.166672991,0
2887,-0.06042181,0.185719209,0
2888,0.145246297,0.184536287,0
2889,-0.041097409,0.182617391,0
2890,0.060721444,0.169159116,0
2891,-0.123949866,0.164213741,0
2892,0.091802585,0.163953523,0
2893,0.160780592,0.185453414,0
2894,-0.132479688,0.160313547,0
2895,0.026240774,0.163091895,0
2896,0.192131149,0.1585918,0
2897,-0.09072581,0.143784432,0
2898,-0.126040566,0.135416035,0
2899,0.061962981,0.159408073,0
2900,0.14706098,0.166245775,0
2901,0.121926613,0.135835037,0
2902,0.128973971,0.168217548,0
2903,-0.065382217,0.194828582,0
2904,-0.185402151,0.186888601,0
2905,-0.048001234,0.163835034,0
2906,0.051595063,0.148530424,0
2907,-0.009439529,0.149442257,0
2908,0.089554227,0.158637317,0
2909,-0.190940305,0.168858529,0
2910,0.001524665,0.122395292,0
2911,0.024704544,0.146773566,0
2912,0.155247102,0.160615017,0
2913,0.006789897,0.145814569,0
2914,0.183207958,0.153169762,0
2915,-0.041341757,0.144385751,0
2916,0.077813427,0.150935166,0
2917,-0.138567422,0.155506656,0
2918,-0.068766032,0.139756188,0
2919,0.142657128,0.172021499,0
2920,0.17926081,0.164760121,0
2921,-0.070550715,0.168705817,0
2922,-0.018026363,0.147305087,0
2923,0.021525683,0.155367809,0
2924,-0.108549463,0.16458173,0
2925,0.19307621,0.168970701,0
2926,-0.01246515,0.186642613,0
2927,-0.089207609,0.173735497,0
2928,0.057953002,0.175584685,0
2929,-0.099267464,0.179805225,0
2930,0.194779672,0.142402138,0
2931,0.024458931,0.133949333,0
2932,-0.098076942,0.150429227,0
2933,-0.044931171,0.154233039,0
2934,-0.199039175,0.166158363,0
2935,-0.07555458,0.105760696,0
2936,-0.028110701,0.141436252,0
2937,0.063605292,0.156966276,0
2938,-0.172488119,0.164444312,0
2939,0.036281624,0.187314002,0
2940,0.108584082,0.180872109,0
2941,-0.143491527,0.172186702,0
2942,0.012474742,0.186366862,0
2943,-0.166528887,0.170125308,0
2944,0.118350507,0.214635336,0
2945,0.090063137,0.169008242,0
2946,-0.149176016,0.161636937,0
2947,-0.119758725,0.148511295,0
2948,-0.076331936,0.188571441,0
2949,-0.13212744,0.169192844,0
2950,-0.17790643,0.144135784,0
2951,0.156724495,0.193960009,0
2952,0.099008096,0.178054755,0
2953,0.012113659,0.144156327,0
2954,-0.051007248,0.157736178,0
2955,-0.082101681,0.153482428,0
2956,0.170543473,0.176997377,0
2957,0.112159204,0.137107859,0
2958,0.187980311,0.139556482,0
2959,0.161573771,0.115736212,0
2960,0.068368771,0.100520377,0
2961,0.13508599,0.153754203,0
2962,-0.061169262,0.17738995,0
2963,-0.137665754,0.165023378,0
2964,-0.191927078,0.172229429,0
2965,-0.091100903,0.188151705,0
2966,-0.178373231,0.147500883,0
2967,0.049709706,0.125281189,0
2968,-0.174222522,0.160904055,0
2969,-0.165529968,0.11816656,0
2970,-0.144921501,0.127389552,0
2971,-0.059502725,0.118633755,0
2972,0.086255931,0.149951242,0
2973,-0.002280713,0.138219287,0
2974,-0.030817135,0.152118592,0
2975,-0.010431784,0.160695246,0
2976,0.060685467,0.162239211,0
2977,0.035360203,0.164663805,0
2978,0.166257368,0.152120997,0
2979,0.029068985,0.115340078,0
2980,-0.187710124,0.136595339,0
2981,0.125377815,0.167639604,0
2982,-0.153641946,0.17908323,0
2983,-0.008465069,0.167938953,0
2984,0.123953748,0.163859087,0
2985,-0.1186762,0.160082515,0
2986,0.091168581,0.149784852,0
2987,-0.019266402,0.161432628,0
2988,-0.16041928,0.156167341,0
2989,-0.033213085,0.152020203,0
2990,0.168801984,0.167078309,0
2991,0.00631593,0.195445366,0
2992,-0.010768814,0.173330531,0
